Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;3,0
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;3,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;3,1
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;3,0
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;2,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;2,2
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;1,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;1,8
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;1,8
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;3,4
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;2,3
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;3,7
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,0
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,9
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;5,1
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;5,6
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,7
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,4
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,7
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,9
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;5,3
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;6,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;6,5
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;5,7
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;5,6
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,7
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;4,4
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;3,8
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;3,8
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;3,0
