Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;57,5
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;56,2
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;55,3
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;50,2
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;46,2
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;41,9
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;40,9
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;41,4
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;37,9
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;35,2
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;35,2
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;33,2
