Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;27,9
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;27,0
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;27,3
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;26,5
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;25,9
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;25,9
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;26,0
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;24,1
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;25,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;25,9
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;23,7
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;22,2
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;19,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;18,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;18,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;19,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;21,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;22,3
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;20,1
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;19,2
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;18,0
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;15,1
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;15,8
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;25,8
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;27,1
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;27,2
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;27,8
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;27,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;24,2
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;21,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;20,6
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;17,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;16,9
