Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,6
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,0
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,7
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;3,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;3,7
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;3,3
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;3,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;3,2
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,9
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,4
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;27.02.2025 13:21:59;2,4
