Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;11,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;11,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;11,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;11,1
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;12,3
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;12,3
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;12,2
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;12,1
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;17,2
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;14,7
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;13,3
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;13,8
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;13,5
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;14,5
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;15,4
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;16,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;16,2
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;16,1
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;14,5
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;13,7
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;14,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;15,8
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;17,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;18,6
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;20,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;18,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;18,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;17,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;15,5
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;16,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;15,8
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;17,2
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;27.02.2025 13:21:59;19,1
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;27.02.2025 13:21:59;28,3
